date,category,item1,item2,item3,item4,difficulty,url1,url2,url3,url4,author
Jan20,Toxic alcohol poisonings,Methanol,Ethylene glycol ,Isopropanol,Diethylene glycol ,purple,https://www.ncbi.nlm.nih.gov/books/NBK482121/,https://www.ncbi.nlm.nih.gov/books/NBK537009/,https://www.ncbi.nlm.nih.gov/books/NBK493181/,https://pubmed.ncbi.nlm.nih.gov/19586352/,
Jan20,Rectus extraocular muscles,Superior ,Inferior ,Medial ,Lateral ,blue,https://radiopaedia.org/articles/superior-rectus-muscle?lang=us,https://radiopaedia.org/articles/inferior-rectus-muscle?lang=us,https://radiopaedia.org/articles/medial-rectus-muscle?lang=us,https://radiopaedia.org/articles/lateral-rectus-muscle?lang=us,
Jan20,Hereditary spastic paraplegias,Spastin-related ,Paraplegin-related ,SPG11 ,Atlastin-related,purple,https://www.ncbi.nlm.nih.gov/books/NBK1160/,https://www.ncbi.nlm.nih.gov/books/NBK1107/,https://www.ncbi.nlm.nih.gov/books/NBK1210/,https://www.ncbi.nlm.nih.gov/books/NBK45978/,
Jan21,Callosal pericallosal arteries,Pericallosal ,Callosomarginal ,Frontopolar ,Orbitofrontal ,blue,https://radiopaedia.org/articles/pericallosal-artery?lang=us,https://radiopaedia.org/articles/callosomarginal-artery?lang=us,https://radiopaedia.org/articles/frontopolar-artery?lang=us,https://radiopaedia.org/articles/orbitofrontal-artery?lang=us,
Jan21,Idiopathic intracranial hypertension management,Weight loss,Acetazolamide,Topiramate,Optic nerve sheath fenestration,purple,https://pmc.ncbi.nlm.nih.gov/articles/PMC6166610/,https://pmc.ncbi.nlm.nih.gov/articles/PMC6166610/,https://pmc.ncbi.nlm.nih.gov/articles/PMC6166610/,https://pmc.ncbi.nlm.nih.gov/articles/PMC6166610/,
Jan21,Sellar and parasellar lesions,Pituitary macroadenoma,Rathke cleft cyst,Hypophysitis,Pituitary apoplexy,blue,https://radiopaedia.org/articles/pituitary-macroadenoma-1,https://radiopaedia.org/articles/rathke-cleft-cyst-2,https://radiopaedia.org/articles/lymphocytic-hypophysitis,https://radiopaedia.org/articles/pituitary-apoplexy,
Jan21,Inherited neuropathies,Charcot-Marie-Tooth disease type 1A,Hereditary neuropathy with liability to pressure palsies,Familial amyloid polyneuropathy,Giant axonal neuropathy,purple,https://www.ncbi.nlm.nih.gov/books/NBK1358/,https://www.ncbi.nlm.nih.gov/books/NBK1392/,https://pubmed.ncbi.nlm.nih.gov/22094129/,https://www.ncbi.nlm.nih.gov/books/NBK1136/,
Jan22,Superficial cerebral veins,Superficial middle cerebral ,Labbe,Trolard,Superior cerebral ,blue,https://radiopaedia.org/articles/superficial-middle-cerebral-vein?lang=us,https://radiopaedia.org/articles/inferior-anastomotic-vein?lang=us,https://radiopaedia.org/articles/venous-circle-of-trolard?lang=us,https://radiopaedia.org/articles/superior-cerebral-veins?lang=us,
Jan22,CNS vasculitis syndromes,Granulomatosis with polyangiitis,Varicella zoster virus ,Polyarteritis nodosa,Cryoglobulinemic ,purple,https://www.ncbi.nlm.nih.gov/books/NBK557827/,https://pmc.ncbi.nlm.nih.gov/articles/PMC6151079/,https://www.ncbi.nlm.nih.gov/books/NBK482157/,https://www.ncbi.nlm.nih.gov/books/NBK557606/,
Jan22,Neurosyphilis syndromes,Tabes dorsalis,Meningovasculitis,General paresis,Ocular deficits,purple,https://www.ncbi.nlm.nih.gov/sites/books/NBK557891/,https://www.ncbi.nlm.nih.gov/books/NBK540979/,https://www.ncbi.nlm.nih.gov/books/NBK534780/,https://www.cdc.gov/syphilis/hcp/neurosyphilis-ocular-syphilis-otosyphilis/index.html,
Jan22,Ocular motor cranial nerve palsies,Third nerve palsy,Trochlear nerve palsy,Abducens nerve palsy,Duane retraction syndrome,blue,https://radiopaedia.org/articles/oculomotor-nerve-palsy,https://radiopaedia.org/articles/trochlear-nerve-palsy-1?lang=us,https://radiopaedia.org/articles/abducens-nerve-palsy-1,https://radiopaedia.org/articles/duane-syndrome,
Jan23,Meningeal arteries,Middle,Accessory,Anterior,Posterior,blue,https://radiopaedia.org/articles/middle-meningeal-artery,https://radiopaedia.org/articles/accessory-meningeal-artery,https://radiopaedia.org/articles/anterior-meningeal-artery,https://radiopaedia.org/articles/posterior-meningeal-artery,
Jan23,MS disease-modifying therapies,ocrelizumab,natalizumab,fingolimod,teriflunomide,blue,https://www.ncbi.nlm.nih.gov/books/NBK547750/,https://www.ncbi.nlm.nih.gov/books/NBK548623/,https://www.ncbi.nlm.nih.gov/books/NBK548384/,https://www.ncbi.nlm.nih.gov/books/NBK253630/,
Jan23,Choroid plexus regions,Body,Atrium,Temporal horn,Fourth ventricle ,blue,https://www.ncbi.nlm.nih.gov/books/NBK538156/,https://www.ncbi.nlm.nih.gov/books/NBK538156/,https://radiopaedia.org/articles/choroid-plexus?lang=us,https://radiopaedia.org/articles/fourth-ventricle?lang=us,
Jan23,Acute intracranial hemorrhage patterns,Epidural,Subdural,Subarachnoid,Hypertensive,blue,https://radiopaedia.org/articles/epidural-haematoma,https://radiopaedia.org/articles/subdural-hemorrhage-2?lang=us,https://radiopaedia.org/articles/subarachnoid-haemorrhage,https://radiopaedia.org/articles/hypertensive-intracerebral-haemorrhage,
Jan24,Parkinson psychosis treatments,Pimavanserin,Quetiapine,Clozapine,Reduce dopaminergic therapy,yellow,https://www.statpearls.com/point-of-care/85735,https://www.neurology.org/doi/pdfdirect/10.1212/01.wnl.0000215428.46057.3d,https://www.neurology.org/doi/pdfdirect/10.1212/01.wnl.0000215428.46057.3d,https://www.neurology.org/doi/pdfdirect/10.1212/01.wnl.0000215428.46057.3d,
Jan24,Rescue therapies for off episodes in Parkinson disease,Apomorphine injection,Apomorphine sublingual,Inhaled levodopa,Carbidopa-levodopa enteral ,purple,https://www.drugs.com/apomorphine.html,https://www.drugs.com/apomorphine.html,https://pmc.ncbi.nlm.nih.gov/articles/PMC10010694/,https://pubmed.ncbi.nlm.nih.gov/31549300/,
Jan24,Cognitive disorders,Alzheimer disease,Lewy body dementia,frontotemporal dementia,vascular dementia,purple,https://www.ncbi.nlm.nih.gov/books/NBK499922/,https://www.ncbi.nlm.nih.gov/books/NBK482441/,https://radiopaedia.org/articles/frontotemporal-lobar-degeneration-1?lang=us,https://radiopaedia.org/articles/vascular-dementia?lang=us,
Jan24,Hypothalamic nuclei set,Supraoptic ,Paraventricular ,Ventromedial ,Arcuate ,green,https://radiopaedia.org/articles/supraoptic-nucleus?lang=us,https://radiopaedia.org/articles/paraventricular-nucleus?lang=us,https://radiopaedia.org/articles/hypothalamus?lang=us,https://radiopaedia.org/articles/hypothalamus?lang=us,
Jan25,Supratentorial common meningioma locations,Convexity ,Parasagittal ,Falx ,Sphenoid wing ,blue,https://radiopaedia.org/cases/convexity-meningioma?lang=us,https://radiopaedia.org/cases/parasagittal-meningioma?lang=us,https://radiopaedia.org/cases/falx-meningioma?lang=us,https://radiopaedia.org/cases/meningioma-sphenoid-wing-typical?lang=us,
Jan25,Neuroimmunology therapeutics,High-dose intravenous methylprednisolone,Intravenous immunoglobulin,Plasmapheresis,Rituximab,purple,https://www.ncbi.nlm.nih.gov/books/NBK544340/,https://www.ncbi.nlm.nih.gov/books/NBK554446/,https://www.ncbi.nlm.nih.gov/books/NBK560566/,https://www.ncbi.nlm.nih.gov/books/NBK564374/,
Jan25,Autoimmune encephalitis subtypes,NMDAR antibody ,LGI1 ,CASPR2 ,GABA-A receptor antibody ,yellow,https://radiopaedia.org/articles/n-methyl-d-aspartic-acid-receptor-nmdar-antibody-encephalitis,https://www.neurology.org/doi/10.1212/WNL.0000000000003173,https://aealliance.org/ae-types/caspr2-antibody-encephalitis/,https://radiopaedia.org/articles/gabaa-receptor-antibody-encephalitis,
Jan25,Spinal alignment and defects,Scoliosis,Spondylolysis,Spondylolisthesis,Scheuermann disease,yellow,https://radiopaedia.org/articles/scoliosis?lang=us,https://radiopaedia.org/articles/spondylolysis?lang=us,https://radiopaedia.org/articles/spondylolisthesis-1?lang=us,https://radiopaedia.org/articles/scheuermann-disease-2?lang=us,
Jan26,Cranial nerve VII disorders,Bell palsy,Ramsay Hunt syndrome,Facial nerve schwannoma,Hemifacial spasm,blue,https://radiopaedia.org/articles/bell-palsy?lang=us,https://radiopaedia.org/articles/ramsay-hunt-syndrome?lang=us,https://radiopaedia.org/articles/facial-nerve-schwannoma?lang=us,https://radiopaedia.org/articles/hemifacial-spasm?lang=us,
Jan26,Neurologic complications of HIV,HIV-associated neurocognitive disorder,Progressive multifocal leukoencephalopathy,Toxoplasma encephalitis,Distal symmetric polyneuropathy,yellow,https://www.ncbi.nlm.nih.gov/books/NBK555954/,https://radiopaedia.org/articles/progressive-multifocal-leukoencephalopathy?lang=us,https://radiopaedia.org/articles/neurotoxoplasmosis?lang=us,https://pmc.ncbi.nlm.nih.gov/articles/PMC3775622/,
Jan26,Basilar artery branches,Anterior inferior cerebellar artery,Pontine perforators,Superior cerebellar artery,Posterior cerebral artery,blue,https://radiopaedia.org/articles/anterior-inferior-cerebellar-artery?lang=us,https://radiopaedia.org/articles/pontine-arteries?lang=us,https://radiopaedia.org/articles/superior-cerebellar-artery?lang=us,https://radiopaedia.org/articles/posterior-cerebral-artery?lang=us,
Jan26,Temporal bone recesses,Prussak's space,Epitympanic recess,Facial recess,Sinus tympani,blue,https://radiopaedia.org/articles/prussak-space?lang=us,https://radiopaedia.org/articles/epitympanum?lang=us,https://radiopaedia.org/articles/facial-recess?lang=us,https://radiopaedia.org/articles/sinus-tympani?lang=us,
Jan27,Neurologic complications of diabetes,Small fiber neuropathy,Lumbosacral radiculoplexus neuropathy,Autonomic neuropathy,Cranial neuropathy,yellow,https://www.ncbi.nlm.nih.gov/books/NBK582147/,https://www.ncbi.nlm.nih.gov/books/NBK560491/,https://www.ncbi.nlm.nih.gov/books/NBK430888/,https://www.ncbi.nlm.nih.gov/books/NBK526112/,
Jan27,Ocular motor cranial nerve palsies,Third nerve palsy,Trochlear nerve palsy,Abducens nerve palsy,Duane retraction syndrome,blue,https://radiopaedia.org/articles/oculomotor-nerve-palsy,https://radiopaedia.org/articles/trochlear-nerve-palsy-1?lang=us,https://radiopaedia.org/articles/abducens-nerve-palsy-1,https://radiopaedia.org/articles/duane-syndrome,
Jan27,White matter vascular malformations,Developmental venous anomaly,Cerebral cavernous malformation,Brain arteriovenous malformation,Cerebral capillary telangiectasia,blue,https://radiopaedia.org/articles/developmental-venous-anomaly,https://radiopaedia.org/articles/cerebral-cavernous-malformation,https://radiopaedia.org/articles/brain-arteriovenous-malformation?lang=us,https://radiopaedia.org/articles/cns-capillary-telangiectasia-1?lang=us,
Jan27,Basal ganglia pathologies,Putaminal hemorrhage,Globus pallidus infarction,Wilson disease ,Neurotoxoplasmosis,yellow,https://radiopaedia.org/cases/putaminal-haemorrhage?lang=us,https://radiopaedia.org/cases/heroin-induced-ischemia-of-bilateral-globus-pallidus-3?lang=us,https://radiopaedia.org/articles/wilson-disease-2?lang=us,https://radiopaedia.org/articles/neurotoxoplasmosis?lang=us,
Jan28,Internal capsule segments,Anterior limb ,Genu ,Posterior,Retrolenticulum,blue,https://radiopaedia.org/articles/internal-capsule?lang=us,https://radiopaedia.org/articles/internal-capsule?lang=us,https://radiopaedia.org/articles/internal-capsule?lang=us,https://radiopaedia.org/articles/internal-capsule?lang=us,
Jan28,Auditory brainstem pathway structures,Cochlear nucleus,Superior olivary complex,Lateral lemniscus,Trapezoid body,blue,https://radiopaedia.org/articles/cochlear-nuclei?lang=us,https://radiopaedia.org/articles/superior-olivary-complex?lang=us,https://radiopaedia.org/articles/lateral-lemniscus?lang=us,https://radiologykey.com/brain-stem/,
Jan28,Envenomation neurologic syndromes,Scorpion neuropathy,Sea snake toxicity,Latrodectism neuromuscular syndrome,Tetrodotoxin poisoning,purple,https://www.ncbi.nlm.nih.gov/books/NBK430928/,https://www.ncbi.nlm.nih.gov/books/NBK532973/,https://www.ncbi.nlm.nih.gov/books/NBK499987/,https://www.ncbi.nlm.nih.gov/books/NBK507714/,
Jan28,Brachial plexus disorders,Erb,Klumpke,Parsonage-Turner,Thoracic outlet syndrome,blue,https://radiopaedia.org/articles/erb-palsy?lang=us,https://radiopaedia.org/articles/klumpke-palsy?lang=us,https://radiopaedia.org/articles/parsonage-turner-syndrome-2?lang=us,https://radiopaedia.org/articles/thoracic-outlet-syndrome?lang=us,
Jan29,Cavernous/orbital apex syndromes,Tolosa-Hunt ,Gradenigo syndrome,Orbital apex syndrome,Cavernous sinus syndrome,purple,https://radiopaedia.org/articles/tolosa-hunt-syndrome-3,https://radiopaedia.org/articles/gradenigo-syndrome,https://radiopaedia.org/articles/orbital-apex-syndrome-1,https://radiopaedia.org/articles/cavernous-sinus-syndrome,
Jan29,Spinal cord tumors,Myxopapillary ependymoma,Spinal astrocytoma,Spinal hemangioblastoma,Spinal meningioma,green,https://radiopaedia.org/articles/myxopapillary-ependymoma-1,https://radiopaedia.org/articles/spinal-astrocytoma,https://radiopaedia.org/articles/spinal-haemangioblastoma-1,https://radiopaedia.org/articles/spinal-meningioma,
Jan29,Neurologic complications of sickle cell disease,Ischemic stroke ,Moyamoya,Silent cerebral infarct,Intracranial hemorrhage,purple,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3267235/,https://pmc.ncbi.nlm.nih.gov/articles/PMC4158242/,https://www.ncbi.nlm.nih.gov/books/NBK482164/,https://jamanetwork.com/journals/jamapediatrics/article-abstract/512493,
Jan29,Medulla surface landmarks,Medullary pyramids,Inferior olivary eminence,Gracile tubercle,Cuneate tubercle,blue,https://radiopaedia.org/articles/medulla-oblongata?lang=us,https://radiopaedia.org/articles/olive?lang=us,https://radiopaedia.org/articles/medulla-oblongata?lang=us,https://radiopaedia.org/articles/medulla-oblongata?lang=us,
Jan30,Hippocampal pathologies,Mesial temporal sclerosis,Autoimmune limbic encephalitis,Transient global amnesia,PCA infarction,yellow,https://radiopaedia.org/articles/mesial-temporal-sclerosis?lang=us,https://radiopaedia.org/articles/autoimmune-encephalitis?lang=us,https://radiopaedia.org/articles/transient-global-amnesia?lang=us,https://radiopaedia.org/cases/acute-hippocampal-infarction?lang=us,
Jan30,Neurologic complications of malignancy,Leptomeningeal carcinomatosis,Brain metastases,Spinal cord compression,Hypercoagulable stroke,purple,https://www.ncbi.nlm.nih.gov/books/NBK499862/,https://www.ncbi.nlm.nih.gov/books/NBK470246/,https://www.ncbi.nlm.nih.gov/books/NBK557604/,https://www.ncbi.nlm.nih.gov/books/NBK562222/,
Jan30,Spinal cord vascular supply,Anterior spinal ,Posterior spinal ,Adamkiewicz,Radiculomedullary ,green,https://radiopaedia.org/articles/anterior-spinal-artery?lang=us,https://radiopaedia.org/articles/posterior-spinal-arteries?lang=us,https://radiopaedia.org/articles/artery-of-adamkiewicz?lang=us,https://radiopaedia.org/articles/spinal-cord-circulation?lang=us,
Jan30,Parkinson-plus syndromes,Progressive supranuclear palsy,Multiple system atrophy,Corticobasal degeneration,Dementia with Lewy bodies,yellow,https://radiopaedia.org/articles/progressive-supranuclear-palsy-1?lang=us,https://radiopaedia.org/articles/multiple-system-atrophy?lang=us,https://radiopaedia.org/articles/corticobasal-degeneration?lang=us,https://radiopaedia.org/articles/dementia-with-lewy-bodies?lang=us,
Jan31,Neuro-ophthalmic emergencies,Central retinal artery occlusion,Orbital compartment syndrome,Arteritic anterior ischemic optic neuropathy,Non-arteritic anterior ischemic optic neuropathy,yellow,https://radiopaedia.org/articles/central-retinal-artery-occlusion?lang=us,https://radiopaedia.org/articles/orbital-compartment-syndrome?lang=us,https://www.ncbi.nlm.nih.gov/books/NBK560577/,https://www.ncbi.nlm.nih.gov/books/NBK559045/,
Jan31,Cortical malformations,Polymicrogyria,Pachygyria,Lissencephaly,Schizencephaly,blue,https://radiopaedia.org/articles/polymicrogyria?lang=us,https://radiopaedia.org/articles/lissencephaly-pachygyria-spectrum-2?lang=us,https://radiopaedia.org/articles/lissencephaly-type-i-subcortical-band-heterotopia-spectrum-1?lang=us,https://radiopaedia.org/articles/schizencephaly?lang=us,
Jan31,Ventricular system variants,Cavum septum pellucidum,Cavum vergae,Cavum velum interpositum,Asymmetric lateral ventricles,yellow,https://radiopaedia.org/articles/cavum-septum-pellucidum-3?lang=us,https://radiopaedia.org/articles/cavum-vergae?lang=us,https://radiopaedia.org/articles/cavum-veli-interpositi-1?lang=us,https://radiopaedia.org/articles/asymmetry-of-the-lateral-ventricles?lang=us,
Jan31,CT perfusion parameters,Cerebral blood flow,Cerebral blood volume,Mean transit time,Tmax,blue,https://radiopaedia.org/articles/cerebral-blood-flow-cbf?lang=us,https://radiopaedia.org/articles/cerebral-blood-volume-cbv?lang=us,https://radiopaedia.org/articles/mean-transit-time-mtt?lang=us,https://radiopaedia.org/articles/time-to-maximum-tmax?lang=us,
Feb01,Cerebral venous thrombosis,Superior sagittal sinus thrombosis,Transverse sinus thrombosis,Cortical vein thrombosis,Deep cerebral venous thrombosis,blue,https://radiopaedia.org/articles/superior-sagittal-sinus-thrombosis,https://radiopaedia.org/articles/dural-venous-sinus-thrombosis?lang=us,https://radiopaedia.org/articles/cortical-vein-thrombosis,https://radiopaedia.org/articles/dural-venous-sinus-thrombosis?lang=us,
Feb01,Pituitary gland parts,Adenohypophysis,Neurohypohysis,Infundibulum,Pituitary pars intermedia,green,https://radiopaedia.org/articles/anterior-pituitary,https://radiopaedia.org/articles/posterior-pituitary,https://radiopaedia.org/articles/pituitary-stalk?lang=us,https://radiopaedia.org/articles/pituitary-gland?lang=us,
Feb01,Spinal cord long tracts,Corticospinal tract,Spinothalamic tract,Gracile fasciculus,Cuneate fasciculus,green,https://radiopaedia.org/articles/corticospinal-tract?lang=us,https://radiopaedia.org/articles/spinothalamic-tracts?lang=us,https://radiopaedia.org/articles/gracile-fasciculus-1?lang=us,https://radiopaedia.org/articles/cuneate-fasciculus-1?lang=us,
Feb01,Environmental heat-cold neurologic syndromes,Heat stroke encephalopathy,Heat cramps with rhabdomyolysis risk,Hypothermia encephalopathy,Cold-induced neuropathy,yellow,https://www.ncbi.nlm.nih.gov/books/NBK537135/,https://www.ncbi.nlm.nih.gov/books/NBK553117/,https://www.ncbi.nlm.nih.gov/books/NBK545239/,https://pmc.ncbi.nlm.nih.gov/articles/PMC5626869/,
Feb02,Neurologic complications of liver disease,Encephalopathy,Acquired hepatocerebral degeneration,Asterixis,Myelopathy,yellow,https://www.ncbi.nlm.nih.gov/books/NBK430869/,https://pmc.ncbi.nlm.nih.gov/articles/PMC5623760/,https://www.ncbi.nlm.nih.gov/books/NBK535445/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11181619/,
